prot	BRAIN	BROWN_ADIPOSE_TISSUE	HEART	KIDNEY	LIVER	LUNG	PANCREAS	SPLEEN	WHOLE_ORGANISM	tcount	def
P45878	357.0	150.0	10.2	489.0	604.0	327.0	1374.0	56.2	195.0	9	UN
P10126	1288.0	2958.0	5092.0	2355.0	6965.0	4248.0	6665.0	6561.0	3708.0	9	UN
Q7TQK1	0.105	0.393	NA	0.444	0.013	32.5	NA	10.4	11.2	7	UN
A2BGI8	41.6	2.44	3.85	7.66	0.589	5.92	8.56	31.7	188.0	9	UN
Q9DCM0	143.0	12.9	40.3	371.0	643.0	22.5	17.3	14.2	111.0	9	UN
Q8BHK9	0.036	NA	6.0	NA	NA	NA	NA	17.1	12.6	4	UN
Q9CQD1	46.2	27.5	16.3	93.8	15.0	48.2	61.9	24.6	90.8	9	UN
P43276	112.0	1.01	536.0	764.0	68.4	849.0	44.1	7088.0	355.0	9	UN
Q8R1N4	7.13	2.32	0.88	0.286	NA	8.19	0.123	30.9	71.5	8	UN
E9PYB0	1.17	13.9	5.93	NA	0.312	51.1	6.78	11.5	16.2	8	UN
Q8CI33-2	0.101	0.266	0.014	0.101	0.071	0.896	3.59	5.95	24.8	9	UN
Q9WTP6-2	27.1	1759.0	243.0	452.0	2212.0	184.0	169.0	193.0	530.0	9	UN
Q99KC8	9.38	63.0	478.0	35.9	5.7	224.0	270.0	106.0	8.46	9	UN
P97379	2.76	23.8	1.6	2.59	4.04	15.2	43.7	18.5	135.0	9	UN
P29341	285.0	135.0	110.0	157.0	535.0	550.0	101.0	876.0	127.0	9	UN
Q6PB44-2	55.0	12.4	3.5	4.54	0.327	55.8	23.3	13.8	13.8	9	UN
Q9R0A0	0.522	37.8	1.15	14.4	67.4	1.87	3.39	9.24	28.4	9	UN
Q62465	136.0	72.2	1238.0	135.0	82.8	285.0	524.0	124.0	126.0	9	UN
Q99LE6	1.38	8.76	0.327	2.11	0.857	7.37	226.0	50.2	76.3	9	UN
Q3UIX4	197.0	1.52	103.0	524.0	109.0	153.0	4.07	9.61	73.6	9	UN
Q99M31	0.386	2.27	0.098	0.544	0.47	1.91	0.596	22.3	2.93	9	UN
Q99KI0	3253.0	21604.0	18867.0	7549.0	1726.0	2262.0	2674.0	2617.0	599.0	9	UN
Q9Z2Y8	124.0	199.0	209.0	333.0	106.0	114.0	23.2	70.3	46.6	9	UN
G5E8V9	0.401	11.9	2.94	2.87	1.09	44.0	39.4	45.0	11.0	9	UN
Q61151	15.8	2.24	1.05	4.79	0.205	6.94	NA	8.99	24.3	8	UN
Q3UHX2	25.6	35.2	29.4	12.3	5.3	41.6	361.0	45.4	27.7	9	UN
Q9D023	83.0	1227.0	806.0	316.0	60.1	14.0	32.2	4.85	28.8	9	UN
Q80XU2	13.2	0.244	0.035	NA	0.003	64.0	NA	0.697	12.4	7	UN
O54984	149.0	78.5	12.2	86.6	4.06	45.6	203.0	76.2	234.0	9	UN
Q9QUI0	327.0	122.0	217.0	541.0	334.0	1012.0	43.1	114.0	390.0	9	UN
E9PVA8	67.4	143.0	91.8	525.0	107.0	238.0	1639.0	397.0	10.8	9	UN
Q61164	14.0	NA	14.7	19.8	36.2	64.8	NA	NA	19.3	6	UN
O88746	1.74	1.63	1.86	1.35	0.086	2.61	4.27	4.37	2.92	9	UN
A2RSJ4	3.16	0.345	NA	NA	0.005	1.11	1.51	0.282	0.376	7	UN
Q810D6	0.08	NA	NA	NA	NA	NA	0.156	3.07	47.8	4	UN
Q80UU9	20.7	81.9	6.27	53.9	41.7	27.6	119.0	16.8	38.5	9	UN
P29758	165.0	94.1	571.0	1271.0	351.0	1076.0	160.0	179.0	301.0	9	UN
Q64442	7.56	29.0	10.6	304.0	702.0	94.1	409.0	71.8	235.0	9	UN
H7BWY4	68.8	144.0	39.0	13.5	7.48	135.0	70.1	19.5	85.2	9	UN
E9Q3G8	0.145	1.93	0.115	19.9	0.06	3.53	11.6	10.5	3.85	9	UN
P26369	245.0	32.5	68.0	367.0	321.0	330.0	11.4	107.0	179.0	9	UN
P22518	NA	NA	NA	NA	NA	NA	NA	NA	0.429	1	UN
P62311	15.3	1.31	0.463	37.8	16.1	0.567	15.5	0.554	350.0	9	UN
P58021	1.33	5.61	0.36	5.05	8.28	3.91	34.8	13.2	15.4	9	UN
Q9DCC4	78.5	5.98	116.0	189.0	30.3	73.8	41.9	8.69	25.3	9	UN
A2AJ72	0.398	5.32	1.16	7.77	4.49	20.8	25.2	16.7	12.8	9	UN
A0A087WPF8	77.4	60.6	19.5	868.0	131.0	174.0	1034.0	57.6	106.0	9	UN
Q9JLV5	38.8	29.9	9.0	28.0	3.08	51.1	16.6	84.2	30.8	9	UN
Q8C2Q3	189.0	2.27	73.6	303.0	133.0	259.0	5.42	18.5	65.5	9	UN
E9Q9E1	73.0	241.0	444.0	8.95	40.6	272.0	1346.0	259.0	103.0	9	UN
Q569Z5	0.289	4.4	0.112	0.733	0.799	22.3	30.5	32.6	31.4	9	UN
O08582	3.7	1.57	0.195	13.2	0.164	9.13	64.7	59.7	16.4	9	UN
Q8CJG0	7.74	3.58	0.096	0.218	0.1	38.0	0.941	20.9	24.1	9	UN
P62141	247.0	38.2	17.9	23.0	3.6	69.0	267.0	65.1	176.0	9	UN
P62075	20.9	294.0	61.1	193.0	212.0	10.1	305.0	22.7	226.0	9	UN
Q7TPM9	0.519	NA	NA	NA	NA	NA	10.6	NA	0.112	3	UN
Q5PRF0	0.26	0.103	0.485	6.03	0.028	3.92	0.27	6.83	4.77	9	UN
P46638	71.5	199.0	60.4	99.2	32.8	337.0	61.5	139.0	171.0	9	UN
P37913	0.026	NA	0.355	NA	NA	0.954	1.63	180.0	71.9	6	UN
Q9QZM0	284.0	5.99	4.75	4.58	0.512	24.0	12.1	32.4	157.0	9	UN
A2A432	8.92	11.5	0.669	4.6	2.04	16.2	7.51	44.1	50.9	9	UN
Q99LG2	17.6	30.1	1.08	5.62	1.66	21.7	7.61	23.4	42.2	9	UN
Q3TFP0	22.0	NA	22.0	59.4	33.0	13.0	1.79	6.33	97.5	8	UN
Q8K310	24.7	48.1	6.61	1.32	22.5	42.3	116.0	115.0	135.0	9	UN
Q9DAW9	99.1	29.5	25.2	167.0	21.6	243.0	38.5	226.0	103.0	9	UN
Q9D0F3	25.4	61.7	89.3	179.0	508.0	497.0	2503.0	36.2	171.0	9	UN
Q8VE37	125.0	2.4	74.1	336.0	97.0	151.0	1.3	7.73	69.8	9	UN
P70372	758.0	48.9	173.0	590.0	247.0	362.0	35.0	141.0	129.0	9	UN
Q9DB27	18.6	56.2	5.26	8.14	5.45	21.7	111.0	46.3	13.1	9	UN
O08573-2	NA	0.664	0.083	2.63	122.0	3.4	2.13	24.5	42.8	8	UN
Q921F4	184.0	17.9	1.66	69.5	78.6	176.0	5.36	41.1	14.6	9	UN
F7DBB3	1.17	13.9	5.93	NA	0.312	51.1	6.78	11.5	16.2	8	UN
O88874	0.082	0.251	14.7	29.7	32.2	59.2	0.068	6.3	58.1	9	UN
Q99JX7	20.1	2.71	22.0	59.4	16.1	13.8	0.352	8.2	25.0	9	UN
Q6NZB0	10.9	34.2	18.8	4.85	0.641	76.9	35.1	172.0	264.0	9	UN
Q8BFV2	0.294	0.207	NA	NA	0.141	0.786	0.761	10.5	2.49	7	UN
Q8CFV9	3.49	31.8	4.25	3.49	1.33	13.3	20.9	24.2	6.85	9	UN
Q8BX70-2	122.0	1584.0	110.0	126.0	58.7	305.0	61.1	320.0	1.73	9	UN
Q5SW88	310.0	443.0	96.7	255.0	2135.0	354.0	399.0	333.0	355.0	9	UN
Q8VDL4-3	0.905	4.91	0.073	0.142	3.08	6.45	22.0	21.1	5.63	9	UN
Q91W50	23.5	165.0	17.2	17.3	6.86	46.8	87.6	82.8	61.9	9	UN
Q6P5E4	78.2	425.0	94.6	378.0	260.0	501.0	1095.0	576.0	63.8	9	UN
P84078	3238.0	87.6	259.0	823.0	121.0	1154.0	80.0	85.6	168.0	9	UN
Q7TNL7	NA	NA	NA	NA	NA	NA	NA	NA	7.26	1	UN
P62737	1856.0	1247.0	8298.0	3987.0	802.0	7781.0	99.3	1434.0	591.0	9	UN
Q8BYU6	0.081	3.8	0.359	19.8	54.3	117.0	15.2	1.21	21.9	9	UN
Q91YN9	1.5	1.61	15.2	7.64	0.044	3.57	2.52	8.02	6.1	9	UN
E9PWG2	9.92	27.3	1.55	15.3	9.46	54.1	5.5	9.66	0.778	9	UN
P55302	16.3	43.2	78.8	526.0	78.0	259.0	49.0	42.7	99.4	9	UN
Q6ZQ73	0.345	1.54	143.0	0.11	0.008	4.77	NA	3.85	17.7	8	UN
Q3USH5	NA	NA	NA	NA	8.05	NA	0.188	3.52	16.7	4	UN
Q9DBE9	NA	NA	NA	NA	28.2	NA	6.05	NA	33.8	3	UN
P70302	1.86	66.2	0.545	0.528	4.32	64.5	10.3	25.7	4.69	9	UN
Q922R8	138.0	306.0	186.0	1001.0	795.0	1315.0	1278.0	294.0	559.0	9	UN
Q9Z2I0	165.0	1202.0	726.0	933.0	173.0	127.0	253.0	143.0	28.6	9	UN
Q8BWW9-2	0.12	1.38	5.09	0.105	0.182	51.6	12.4	7.34	22.5	9	UN
Q9JLV6	0.109	2.09	0.058	49.7	48.4	24.8	0.29	18.2	6.63	9	UN
Q9ERG0	0.534	6.43	1.46	40.1	32.1	134.0	6.15	29.5	85.3	9	UN
P32507	NA	0.703	0.326	0.105	1.63	0.33	NA	NA	0.963	6	UN
Q8VEK3	694.0	235.0	959.0	3267.0	656.0	1529.0	971.0	3686.0	471.0	9	UN
Q5SW19	41.6	1068.0	289.0	375.0	76.8	47.6	83.5	92.2	19.5	9	UN
Q7TN98-4	0.162	NA	NA	NA	0.004	NA	NA	NA	0.894	3	UN
O55022	106.0	197.0	10.5	212.0	495.0	131.0	426.0	50.5	461.0	9	UN
Q9JIH2	1.07	1.42	0.078	0.452	0.187	1.87	15.5	4.6	39.9	9	UN
O55201	36.6	25.0	35.9	62.9	21.8	62.4	76.4	146.0	72.2	9	UN
Q8BFZ3	1568.0	21.6	7.57	1031.0	69.1	54.7	1001.0	89.2	984.0	9	UN
P45591	939.0	157.0	573.0	249.0	249.0	267.0	61.1	61.0	281.0	9	UN
O08784	0.141	1.15	0.066	NA	0.098	2.15	0.18	1219.0	60.2	8	UN
D3Z0M9	0.55	7.41	0.105	19.8	88.7	13.9	0.053	3.17	8.01	9	UN
Q8CCH2	0.496	1.03	NA	16.5	0.091	0.286	9.16	1.25	1.91	8	UN
P21279	303.0	36.9	1.52	133.0	14.8	107.0	24.9	27.9	10.7	9	UN
P61028	10.8	6.28	1.72	22.6	7.2	29.0	1.88	34.8	26.5	9	UN
Q8C570	30.0	3.13	0.275	158.0	13.7	22.4	1.76	18.8	12.9	9	UN
P97390	30.9	4.25	0.104	32.1	1.12	36.9	53.1	7.02	2.96	9	UN
P63242	2382.0	458.0	920.0	1000.0	780.0	1113.0	2097.0	838.0	7623.0	9	UN
Q99L45	4.82	24.0	7.06	6.15	3.71	20.6	200.0	104.0	290.0	9	UN
Q6P5B0	0.074	NA	NA	0.589	0.004	0.211	48.2	21.4	22.9	7	UN
Q9D186	5.89	98.0	19.2	14.2	9.24	9.42	15.5	9.22	18.1	9	UN
Q8CDJ8	NA	NA	NA	NA	NA	1.59	NA	NA	0.181	2	UN
Q80ZP8	93.3	104.0	54.1	147.0	920.0	339.0	1528.0	201.0	325.0	9	UN
Q61656	427.0	94.1	219.0	587.0	572.0	462.0	65.1	3956.0	166.0	9	UN
Q91Z31	221.0	1.64	23.1	NA	0.146	NA	NA	0.348	44.1	6	UN
Q99KD5	0.104	2.42	0.03	13.0	1.29	37.8	1.88	15.1	9.72	9	UN
E9PXW8	NA	NA	NA	NA	NA	45.7	NA	0.072	2.11	3	UN
Q9ER00	20.0	51.7	5.76	31.6	13.3	123.0	97.9	35.0	13.0	9	UN
Q8VDJ3	23.0	488.0	191.0	388.0	647.0	654.0	5559.0	297.0	107.0	9	UN
Q9CQJ2	0.402	1.06	0.049	NA	0.025	1.32	0.295	2.49	53.4	8	UN
Q9QY76	111.0	112.0	108.0	88.6	110.0	144.0	15.4	35.7	38.5	9	UN
P97770-2	1.24	NA	NA	NA	0.022	0.616	NA	13.2	0.765	5	UN
Q9CYX7	0.121	NA	NA	NA	NA	NA	2.24	NA	5.85	3	UN
Q91V61	29.0	7.47	0.768	7.29	11.7	30.7	3.69	12.5	24.8	9	UN
Q9DAS9	67.0	37.3	0.433	249.0	24.9	33.3	35.0	9.12	68.7	9	UN
Q6NZF1	13.1	411.0	14.7	59.4	24.2	265.0	3.06	102.0	4.34	9	UN
Q91VE6	0.766	0.348	NA	NA	16.1	NA	0.384	0.872	14.1	6	UN
Q3TC46	NA	0.578	0.025	NA	NA	0.053	0.024	0.236	7.58	6	UN
Q9CW46	0.088	8.36	0.201	20.3	8.3	56.8	3.45	80.3	43.7	9	UN
Q5SUR0	38.0	163.0	12.5	72.9	6.73	98.4	322.0	363.0	131.0	9	UN
Q9JIY5	0.325	27.2	13.7	0.698	7.52	3.84	9.23	9.74	28.9	9	UN
Q8CDM8	4.14	1.38	NA	NA	0.45	9.08	5.42	2.15	0.456	7	UN
Q3TEA8-2	226.0	4.66	470.0	1505.0	294.0	1006.0	2.44	3394.0	178.0	9	UN
Q8C0I1	0.966	0.658	5.51	192.0	0.214	41.0	0.149	18.6	8.64	9	UN
Q7TSV4	0.492	11.5	5.04	15.3	1.68	138.0	662.0	110.0	73.0	9	UN
Q8BKX1	20.5	0.87	1.03	2.97	0.426	18.0	2.41	0.321	29.2	9	UN
Q9DBR0	0.759	7.74	0.128	NA	0.362	10.8	11.8	25.9	52.9	8	UN
Q6PAM1	0.506	12.1	0.213	NA	0.593	17.6	0.896	30.6	22.9	8	UN
V9GX42	13.6	NA	NA	19.8	12.1	NA	NA	NA	4.51	4	UN
O70433	3.48	NA	116.0	66.6	0.003	NA	0.076	1.39	5.96	7	UN
Q99LB6-2	98.1	24.7	5.43	18.0	9.81	83.3	17.5	52.2	86.0	9	UN
Q921W4	157.0	3.76	0.18	4.97	8.21	18.4	1.3	13.0	27.7	9	UN
Q8BJW5	NA	0.066	NA	NA	12.1	NA	NA	0.3	24.1	4	UN
Q8BVF2	0.194	3.91	1.62	0.838	0.131	24.3	4.05	10.4	45.7	9	UN
Q99MS7	0.007	7.5	75.6	NA	NA	3.52	2.04	6.89	0.644	7	UN
Q810B6	7.05	22.3	3.78	33.5	4.02	77.7	10.0	93.2	25.1	9	UN
A3KGB4	0.49	0.711	0.19	0.632	1.56	11.0	76.3	1.01	0.305	9	UN
Q8K1M3	66.7	37.9	473.0	16.9	9.04	319.0	20.1	12.9	75.9	9	UN
P51150	191.0	497.0	147.0	786.0	772.0	576.0	268.0	407.0	244.0	9	UN
Q9D7J9	0.067	300.0	44.2	43.7	81.6	27.2	29.7	1.07	56.1	9	UN
Q8C9B9	6.61	0.249	NA	29.7	2.77	0.163	0.358	3.47	12.7	8	UN
Q99KI3	2.07	9.4	6.39	37.5	45.4	56.5	44.5	10.9	8.74	9	UN
Q9CQN6	0.098	112.0	2.44	39.8	14.6	5.92	14.9	12.2	13.2	9	UN
Q9JJI8	85.6	78.4	5.78	171.0	113.0	87.9	567.0	76.8	907.0	9	UN
Q8K124	0.531	0.842	0.478	NA	0.162	14.3	0.254	32.2	8.03	8	UN
P14733	443.0	319.0	382.0	1476.0	202.0	1677.0	557.0	4505.0	76.5	9	UN
P28659-2	42.2	36.8	2.01	19.8	22.1	47.0	4.7	27.3	51.9	9	UN
Q3TJ91	NA	0.172	0.099	60.0	0.211	222.0	1.28	0.245	3.57	8	UN
Q8C7V3	0.048	0.111	NA	NA	0.039	NA	3.05	1.73	11.9	6	UN
Q6ZQ03	NA	0.156	NA	NA	0.05	NA	4.04	1.19	18.6	5	UN
Q9Z0H1	NA	NA	NA	NA	8.05	NA	6.77	NA	15.0	3	UN
P35282	16.6	53.4	75.0	90.6	32.3	95.6	29.9	32.5	36.7	9	UN
Q6ZWV7	77.5	51.9	2.79	14.4	50.0	87.4	193.0	52.9	669.0	9	UN
P42125	64.0	2718.0	1795.0	278.0	160.0	448.0	141.0	99.9	265.0	9	UN
Q9DCT5	5.49	9.46	2.33	1.28	1.04	101.0	6.1	14.8	14.1	9	UN
Q8BH40	5.31	0.927	3.84	29.0	9.21	33.1	6.05	38.9	10.9	9	UN
Q9CSN1	26.5	1.51	15.3	139.0	32.3	79.9	35.0	2.54	49.8	9	UN
Q922M5	NA	NA	NA	NA	NA	NA	NA	NA	0.419	1	UN
Q99KG3-2	108.0	3.33	44.5	218.0	60.5	76.9	NA	8.84	30.3	8	UN
Q922H1-2	0.098	0.84	0.018	NA	0.082	1.25	0.05	2.47	29.1	8	UN
E9Q066	0.389	2.56	NA	0.124	8.32	NA	19.1	0.121	42.6	7	UN
Q8K339	NA	NA	NA	NA	8.05	NA	NA	0.755	0.87	3	UN
G3XA21	0.163	0.393	0.063	19.5	0.02	1.09	3.81	2.15	0.642	9	UN
Q9Z2M7	5.04	73.6	10.8	68.9	5.96	90.0	53.9	83.1	47.9	9	UN
Q9EPQ8-2	13.3	NA	NA	NA	8.05	NA	NA	NA	1.37	3	UN
Q6P5D8	0.21	0.514	NA	6.85	0.043	2.3	1.01	149.0	10.0	8	UN
Q3TCD4	4.24	217.0	38.2	17.0	58.7	19.5	5.09	11.2	50.8	9	UN
Q9DB25	0.13	2.83	0.272	5.31	28.3	2.26	22.3	2.42	2.17	9	UN
Q99LC2	0.71	0.135	NA	NA	0.03	NA	0.26	11.1	25.0	6	UN
Q9CQN1	34.3	1457.0	254.0	1624.0	121.0	94.9	291.0	178.0	126.0	9	UN
Q91Z96	0.411	NA	0.027	NA	NA	1.04	0.065	1.0	1.03	6	UN
Q8VEH5	116.0	0.67	60.6	0.306	1.32	3.51	9.98	2.02	4.37	9	UN
Q9JHW2	337.0	269.0	117.0	218.0	586.0	49.9	366.0	77.3	131.0	9	UN
Q3UM18	0.109	NA	NA	NA	0.013	NA	NA	1.15	5.49	4	UN
F6ZFT1	21.3	763.0	281.0	112.0	12.0	38.1	302.0	14.4	378.0	9	UN
P70295	0.247	NA	NA	2.0	16.2	38.9	48.8	15.3	4.2	7	UN
Q8VDP6	8.71	3.16	2.21	14.5	12.4	18.7	76.0	13.7	4.28	9	UN
E9Q2B2	0.022	0.342	0.063	NA	8.08	13.8	0.445	1.09	3.86	8	UN
Q9JMD0-2	1.32	10.6	0.905	0.421	0.705	12.7	1.05	5.9	8.41	9	UN
Q2TBE6	34.0	NA	0.196	0.2	8.05	71.3	NA	0.853	5.79	7	UN
Q91ZS8-5	0.234	NA	NA	NA	NA	NA	NA	NA	2.06	2	UN
E9Q6R7	3.46	715.0	93.4	179.0	148.0	656.0	67.5	56.4	1.99	9	UN
Q62095	2.18	10.2	3.53	5.1	4.63	14.7	56.1	25.2	52.1	9	UN
Q9WVA2	8.29	15.4	3.51	5.48	14.7	0.433	4.42	0.168	19.0	9	UN
Q61578	0.961	86.5	2.18	21.8	5.51	7.43	444.0	43.4	10.5	9	UN
P62960	3.3	201.0	34.6	81.7	22.9	75.9	539.0	173.0	1408.0	9	UN
Q80W00-2	0.174	0.104	NA	NA	0.02	NA	3.14	0.885	12.6	6	UN
Q61136	0.364	1.26	NA	NA	0.037	1.03	7.22	56.3	27.1	7	UN
Q9QZS3-4	2.0	0.67	0.005	NA	0.241	3.95	NA	0.828	11.8	7	UN
Q8BMK4	14.5	41.9	67.1	50.8	7.58	183.0	61.4	66.7	64.1	9	UN
Q66JV4	0.056	0.23	0.023	NA	0.122	0.27	1.55	0.612	0.747	8	UN
E9QAR6	NA	NA	NA	NA	NA	NA	NA	NA	5.69	1	UN
Q921G8	3.1	8.99	0.008	1.76	0.278	1.98	1.86	10.4	0.802	9	UN
F8WHW3	1.59	NA	NA	0.257	NA	1.08	12.1	2.05	9.11	6	UN
Q3TWW8	1.81	13.8	1.1	43.7	0.83	9.77	83.0	19.6	34.2	9	UN
O09172	8.73	12.7	5.28	47.1	18.2	36.7	15.6	75.0	10.7	9	UN
Q9CQH8	NA	NA	NA	NA	NA	NA	NA	NA	0.078	1	UN
Q9CXK8	0.322	2.33	0.053	NA	0.186	2.21	1.41	7.72	10.9	8	UN
Q8K1A6	14.6	NA	0.056	NA	0.018	1.08	1.96	0.523	0.806	7	UN
E9QAG2	0.049	NA	NA	NA	NA	13.0	NA	0.791	8.84	4	UN
Q8CH25-2	95.3	0.76	29.7	139.0	113.0	138.0	3.61	3.22	8.91	9	UN
O89112	212.0	8.04	0.555	6.53	1.4	55.5	19.6	10.6	12.8	9	UN
Q3TZZ7	5.06	23.5	1.69	15.6	1.38	194.0	9.9	17.1	4.81	9	UN
Q9JMB0	0.155	NA	NA	NA	NA	NA	NA	NA	13.0	2	UN
G3X9N6	7.82	1.99	1.3	14.4	2.26	6.65	1.23	10.8	3.47	9	UN
A2A9I0	21.7	0.181	2.47	0.405	22.9	10.1	10.2	13.9	22.9	9	UN
E9Q7E2	0.129	0.083	0.009	NA	0.004	0.395	NA	1.44	1.21	7	UN
Q921E2	20.2	1.39	0.875	5.59	0.038	27.0	0.61	14.3	5.54	9	UN
O08917	47.6	5.03	46.5	28.8	5.62	130.0	46.7	5.84	12.6	9	UN
Q8BTW9	1.25	NA	0.007	NA	NA	2.36	0.092	0.431	0.812	6	UN
Q8BL66	205.0	195.0	75.0	502.0	51.2	415.0	314.0	318.0	12.1	9	UN
A2BDX3	1.69	NA	0.064	0.12	0.096	0.075	5.83	6.2	26.6	8	UN
P26187	NA	1.4	NA	NA	0.051	0.22	9.32	NA	0.361	5	UN
Q9QYI3	4.27	43.0	0.263	0.481	0.85	13.7	2.89	41.0	101.0	9	UN
Q8JZN7	2.19	85.3	7.23	40.0	12.2	9.04	4.34	17.7	3.1	9	UN
A3KGG8	NA	NA	NA	NA	NA	NA	NA	NA	1.17	1	UN
Q64282	0.211	0.152	0.081	NA	0.083	28.6	7.61	3.31	1.04	8	UN
Q68EF0	1.34	0.582	0.379	12.0	0.053	NA	1.55	0.665	1.29	8	UN
Q8BTV2-2	68.9	0.523	NA	139.0	72.5	2.46	0.162	6.44	32.1	8	UN
P70288	0.616	6.72	0.131	0.708	8.14	24.1	0.337	5.4	36.0	9	UN
E9QA63	232.0	137.0	80.7	664.0	32.3	2778.0	30.7	682.0	23.2	9	UN
Q9ERE7	32.2	12.4	19.2	47.1	11.1	65.7	46.1	58.8	155.0	9	UN
Q9EP72	3.94	12.9	5.34	23.4	10.8	8.01	75.7	7.53	16.2	9	UN
Q9ER41	0.957	3.41	2.08	NA	0.537	22.4	33.0	36.0	18.8	8	UN
P08752	137.0	85.0	26.4	45.4	45.6	232.0	30.5	303.0	37.7	9	UN
Q8C156	NA	NA	0.016	NA	0.003	0.377	0.157	35.4	34.1	6	UN
Q8R4X3	0.692	3.36	1.55	0.128	0.351	113.0	1.88	10.4	3.92	9	UN
Q62165	1.31	53.8	67.6	30.3	1.11	120.0	140.0	17.1	5.05	9	UN
F7DE82	12.7	222.0	89.4	65.2	16.6	NA	1.09	NA	43.7	7	UN
Q3UHK8	0.013	NA	NA	NA	NA	NA	NA	NA	1.61	2	UN
Q9DB85	0.121	NA	NA	NA	NA	NA	NA	NA	2.33	2	UN
P67778	76.3	886.0	550.0	188.0	216.0	180.0	209.0	143.0	227.0	9	UN
P52633	0.461	1.11	0.194	0.081	0.111	8.51	0.181	9.27	0.447	9	UN
Q8BRF7	78.9	50.1	4.35	64.5	77.0	90.6	125.0	54.6	35.2	9	UN
O70152	5.4	13.2	5.56	17.7	39.0	45.6	35.2	37.4	16.1	9	UN
Q8BTT6	NA	NA	NA	NA	NA	NA	1.13	NA	0.694	2	UN
Q8BSE0	NA	2.16	NA	NA	25.2	30.1	0.187	NA	4.96	5	UN
D3YWG2	1.47	1.18	0.062	1.2	0.585	4.97	0.223	2.98	3.75	9	UN
Q99KU0	0.6	0.758	0.47	2.49	6.71	3.52	14.6	2.23	21.9	9	UN
Q99LI7	14.2	0.984	0.119	30.0	48.7	20.8	0.624	21.8	27.7	9	UN
Q8BH57-2	4.42	2.2	0.061	0.24	0.054	3.39	1.41	6.08	12.9	9	UN
Q91YJ2	20.6	3.61	0.514	82.8	0.839	50.6	3.57	8.45	25.2	9	UN
Q78ZM0	58.0	136.0	41.9	181.0	26.4	185.0	40.0	172.0	167.0	9	UN
Q8BWY9	0.423	NA	NA	NA	1.92	16.1	NA	11.1	10.7	5	UN
P21995	0.505	0.22	NA	1.74	NA	5.2	2.73	0.175	2.79	7	UN
Q8BFU3-3	20.3	0.947	0.184	NA	1.43	3.46	0.284	14.0	23.8	8	UN
Q60710	1.73	101.0	5.31	14.8	15.6	525.0	11.3	3390.0	32.5	9	UN
V9GXP8	5.03	7.86	14.6	12.3	1.34	71.5	2.85	5.88	14.2	9	UN
P24668	6.79	5.3	22.3	16.3	10.2	49.8	1.3	31.3	76.6	9	UN
Q9DBN9-2	NA	153.0	0.762	NA	NA	1.48	NA	0.444	0.124	5	UN
Q9CWP6	0.032	0.433	0.044	0.316	0.416	68.4	0.25	3.07	1.99	9	UN
A2A5S3	1.08	1.64	0.018	60.1	40.5	26.1	NA	0.201	8.3	8	UN
P98083-2	NA	0.77	0.044	NA	0.097	1.04	1.64	3.62	25.8	7	UN
P43346	NA	NA	NA	NA	NA	NA	NA	47.2	2.28	2	UN
Q99LR1	20.0	3.57	1.42	3.95	1.82	6.99	0.581	13.6	8.93	9	UN
Q8K387-2	0.067	NA	NA	NA	NA	NA	NA	NA	0.192	2	UN
Q8VHR5	43.8	2.22	14.7	79.7	0.121	147.0	0.859	12.6	26.7	9	UN
Q9JJ89	NA	NA	NA	NA	20.1	13.0	NA	NA	2.34	3	UN
Q8R4H9	2.01	NA	NA	NA	NA	NA	0.117	NA	0.191	3	UN
O88974	0.04	NA	0.896	NA	0.019	0.5	2.27	31.2	10.8	7	UN
Q5SWW4	NA	NA	NA	NA	NA	NA	0.47	0.387	0.089	3	UN
Q8BY89-2	2.23	0.762	2.9	2.45	0.012	81.1	0.1	26.0	2.65	9	UN
Q6PF96	34.0	4499.0	1134.0	1051.0	282.0	187.0	603.0	82.9	58.4	9	UN
Q3TZX8-2	0.165	NA	NA	NA	8.05	NA	NA	1.05	38.7	4	UN
B1ASU9	0.332	NA	NA	0.048	0.001	NA	NA	NA	1.56	4	UN
Q8BY02	0.099	NA	NA	NA	NA	NA	NA	NA	1.2	2	UN
Q9D786	0.101	0.137	NA	0.112	0.03	NA	NA	0.476	0.528	6	UN
Q3UHU8	6.69	3.18	0.249	8.89	0.892	27.9	12.3	11.2	51.2	9	UN
Q9DC33	85.4	0.224	22.2	39.6	16.1	14.9	NA	3.55	9.06	8	UN
Q0VBL3	0.57	0.238	NA	NA	NA	NA	8.8	NA	3.69	4	UN
O35239	3.18	0.275	NA	0.071	0.045	10.8	0.96	5.64	0.432	8	UN
Q9JJV2-3	316.0	2.57	2.35	2.62	0.127	4.9	1.71	2.17	65.5	9	UN
Q52KE7	NA	NA	NA	NA	NA	NA	NA	NA	1.81	1	UN
Q03963	NA	0.467	0.024	NA	0.142	1.53	7.46	4.12	13.8	7	UN
E9Q6J5	1.65	1.16	0.052	0.018	0.027	27.0	10.4	18.6	1.16	9	UN
Q9DBY8	19.8	NA	14.7	NA	8.08	13.3	3.64	1.0	32.4	7	UN
Q9WV03	0.196	0.927	0.437	NA	0.058	2.13	4.63	15.9	4.72	8	UN
Q6P6L0-3	0.016	0.953	NA	NA	0.014	9.75	NA	11.8	0.392	6	UN
Q8VDQ8-2	596.0	24.6	2.95	5.44	1.35	9.88	11.6	15.2	14.9	9	UN
